GRB151107A   |662757|468609592| 2015-11-07T17:19:36.617900 |217.2456|-59.68832|3.379442|5.341036| N/A | N/A | N/A | N/A |-239|963|1| image trigger | No |    Tentative detection.
GRB151031A   |662330|467963445.696| 2015-10-31T05:50:30.348300 |83.18896|-39.12459|1.308315|20.71985|5|2.236068|2|1|-240|962|0.6797| rate trigger | Yes |    
GRB151029A   |662086|467797794.304| 2015-10-29T07:49:38.965140 |38.54201|-35.35643|1.902132|12.13956|8.952|3.955078|3.716|1.454252|-239|963|0.4102| rate trigger | Yes |    
GRB151027B   |661869|467678456| 2015-10-27T22:40:40.667480 |76.18941|-6.428441|2.458695|8.413348|80|35.77709|16|35.77709|-239|963|0.1738| image trigger | Yes |    
GRB151027A   |661775|467611119.488| 2015-10-27T03:58:24.159080 |272.4971|61.36149|1.115302|26.02643|129.58|5.465449|94.776|6.785149|-239|963|0.1895| rate trigger | Yes |    
GRB151023A   |661253|467300600.128| 2015-10-23T13:43:04.815600 |271.0125|-8.293119|1.739909|13.78824|10.76|4.372265|3.236|1.225365|-379|963|0.8359| rate trigger | Yes |    
GRB151022A   |661036|467215607.424| 2015-10-22T14:06:32.116140 |349.2325|55.81266|2.268279|9.440189|117.68|18.77789|67.072|23.35602|-587|963|0.3516| rate trigger | Yes |    
GRB151021A   |660671|467083767.872| 2015-10-21T01:29:12.571160 |337.6473|-33.18893|0.9530723|32.57906|110.056|3.593864|36.372|1.130833|-240|362|0.1055| rate trigger | Yes |    
GRB151006A   |657750|465818117.12| 2015-10-06T09:55:01.886520 |147.4259|70.50809|0.5986254|63.3094|211.056|39.07355|56.432|3.09297|-239|963|1.0156| rate trigger | Yes |    
GRB151004A   |657564|465674960| 2015-10-04T18:09:04.774100 |213.6124|-64.95538|2.321323|9.133539|137.272|17.02453|69.196|20.65519|-239|963|1.0312| image trigger | Yes |    
GRB151001B   |657321|465416992| 2015-10-01T18:29:36.787760 |336.9591|64.64687|2.133719|10.30202|131.52|26.85292|63.6|18.03765|-239|963|0.2852| image trigger | Yes |    
GRB151001A   |657286|465404678.144| 2015-10-01T15:04:22.932420 |233.711|10.97964|1.25127|22.08235|9.828|3.199572|4.696|0.5690975|-637|1720|1.0156| rate trigger | Yes |    
GRB150925A   |656604|464846984| 2015-09-25T04:09:28.817940 |227.5381|-19.64235|1.978875|11.47265|122.132|26.69568|41.816|26.22436|-281|963|0.5625| image trigger | Yes |    
GRB150915A   |655721|464044720| 2015-09-15T21:18:24.860420 |319.6798|-34.86525|3.622185|4.837143|160|57.68882|64|45.25483|-239|963|0.5547| image trigger | Yes |    
GRB150911A   |655262|463689636.608| 2015-09-11T18:40:21.487220 |67.4276|5.7302|0.6239872|59.66567|7.136|0.5997466|3.592|0.1768163|-396|1848|0.6797| rate trigger | Yes |    
GRB150910A   |655097|463568704| 2015-09-10T09:04:48.885620 |5.672858|33.46887|2.40581|8.678794|112.272|36.48014|44.88|7.843673|-239|963|0.1484| image trigger | Yes |    
GRB150907B   |654803|463361202.88| 2015-09-07T23:26:27.776600 |255.2651|-63.79725|1.796078|13.1764|62.02|11.12464|31.644|9.635838|-240|962|0.5078| rate trigger | Yes |    
GRB150901A   |654042|462814010.752| 2015-09-01T15:26:35.677500 |183.5883|25.07643|2.554904|7.965471|64|35.77709|64|16|-254|902|0.4141| rate trigger | No |    
GRB150831B   |653978|462752382.336| 2015-08-31T22:19:27.264720 |271.0302|-27.24275|1.971315|11.53555|6.176|1.032961|3.2|0.6435899|-239|963|0.0703| rate trigger | Yes |    
GRB150831A   |653838|462710067.968| 2015-08-31T10:34:12.898960 |221.0334|-25.61328|1.301109|20.88397|0.92|0.1162755|0.4679999|0.07353909|-627|962|0.5234| rate trigger | Yes |    
GRB150821A   |652847|461843056| 2015-08-21T09:44:00.976460 |341.9162|-57.87238|2.021737|11.12676|168.944|102.3371|48.576|13.88927|-239|963|0.0212| image trigger | Yes |    
GRB150819A   |652643|461638224| 2015-08-19T00:50:08.987220 |42.32123|9.790161|2.495313|8.237528|51.664|13.6032|23.12|8.107916|-239|963|0.9375| image trigger | Yes |    
GRB150818A   |652603|461590607.936| 2015-08-18T11:36:32.925720 |230.3409|68.343|1.244756|22.24763|143.056|21.80262|42.368|7.071707|-240|962|0.3633| rate trigger | Yes |    
GRB150817A   |652334|461469928.384| 2015-08-17T02:05:13.380060 |249.6341|-12.05196|0.7381127|46.93692|37.996|2.130807|15.944|2.597935|-239|963|0.7188| rate trigger | Yes |    
GRB150811A   |651882|460958784| 2015-08-11T04:06:09.022920 |291.3452|-15.43755|1.946425|11.74685|31.52|7.318875|16.372|4.58666|-743|963|0.6797| image trigger | Yes |    
GRB150801B   |650977|460161723.584| 2015-08-01T22:41:48.648820 |82.96073|-5.375298|1.342992|19.9598|408.708|29.61914|364.888|6.82124|-240|962|0.625| rate trigger | Yes |    
GRB150728A   |650617|459780685.952| 2015-07-28T12:51:11.036780 |292.2712|33.90588|2.596164|7.784225|0.832|0.2307553|0.448|0.1810194|-240|962|1.0156| rate trigger | Yes |    
GRB150727A   |650530|459716537.344| 2015-07-27T19:02:02.432140 |203.9663|-18.32082|0.9797702|31.31829|87.956|10.98515|30.316|3.71549|-239|963|0.6875| rate trigger | Yes |    
GRB150724A   |650141|459409610.88| 2015-07-24T05:46:35.984200 |97.55002|-19.14995|1.770726|13.44673|280.008|43.96185|199.86|5.434739|-240|902|0.4844| rate trigger | Yes |    
GRB150722A   |649916|459251888| 2015-07-22T09:57:53.112440 |218.272|-35.1966|2.341652|9.021654|67.312|11.76489|40|18.34254|-239|963|0.9453| image trigger | Yes |    
GRB150720A   |649706|459093744| 2015-07-20T14:02:09.120700 |119.583|-28.301|2.141835|10.24764|238.536|44.41951|138.076|56.82552|-239|963|1.0156| image trigger | Yes |    
GRB150716A   |649157|458723217.92| 2015-07-16T07:06:43.060080 |278.4863|-12.97546|1.00313|30.28165|42.568|5.589477|17.804|2.147259|-240|962|0.9141| rate trigger | Yes |    
GRB150711A   |648601|458331798.528| 2015-07-11T18:23:03.688560 |221.6239|-35.4635|0.9878741|30.95192|70.956|14.21344|14.484|3.431863|-240|963|0.3281| rate trigger | Yes |    
GRB150710B   |84694006| N/A | N/A | N/A |  N/A |    N/A    | N/A | N/A | N/A | N/A | N/A |         N/A        |         N/A       | N/A | ground detected during slew | Yes | No event data.  
GRB150710A   |648437|458180897.568| 2015-07-10T00:28:02.736460 |194.4852|14.30971|1.490887|17.19255|0.152|0.06013319|0.04799998|0.01442218|-240|962|1.0156| rate trigger | Yes |    
GRB150626B   |646786|457042986.56| 2015-06-26T20:22:52.787720 |187.623|66.79605|1.927628|11.91084|48|22.62742|16|16|-240|963|0.3555| rate trigger | Yes |    
GRB150626A   |646603|456977583.296| 2015-06-26T02:12:49.527100 |111.3496|-37.79103|1.452348|17.84798|97.264|34.93727|18.752|24.58338|-239|963|0.3789| rate trigger | Yes |    
GRB150616A   |644259|456187772.992| 2015-06-16T22:49:19.264160 |314.7121|-53.40235|1.169547|24.31926|608.408|104.2196|108.548|12.5895|-240|962|0.2891| rate trigger | Yes |    
GRB150615A   |643833|456036160.768| 2015-06-15T04:42:27.048040 |107.5448|-22.46816|1.839889|12.73048|32.684|7.489407|13.836|5.337412|-640|962|0.8516| rate trigger | Yes |    
GRB150607A   |642620|455356523.264| 2015-06-07T07:55:09.579340 |140.0156|68.43632|1.204259|23.32407|25.988|0.8887407|13.752|5.368355|-442|963|0.3125| rate trigger | Yes |    
GRB150530A   |642018|454678951.872| 2015-05-30T11:42:18.222320 |327.5117|57.51861|1.203464|23.34609|6.896|0.8172539|3.056|0.5724334|-690|1248|0.1758| rate trigger | Yes |    
GRB150527A   |641698|454402149.44| 2015-05-27T06:48:55.804620 |288.9628|4.196252|0.8680571|37.23116|108.8|84.10581|13.088|1.68|-239|963|1| rate trigger | Yes |    
GRB150530B   |84922008|454685332| 2015-05-30T13:28:38.350 |7.509128|44.28713|1.961828|11.61684|3|1.414214|1|1|-73|137| N/A | ground detected during slew | No |    
GRB150513A   |640584|453241893.312| 2015-05-13T20:31:19.736540 |49.04438|-22.86749|0.948822|32.78775|161.564|4.780453|91.96|4.754324|-239|963|0.6406| rate trigger | No |    
GRB150430A   |639433|452046088.768| 2015-04-30T00:21:15.254160 |326.4783|-27.91572|1.532763|16.52548|106.88|7.027553|45.6|12.15126|-240|962|0.0576| rate trigger | Yes |    
GRB150428B   |639278|451883537.024| 2015-04-28T03:12:03.518520 |292.6621|4.113981|1.304341|20.81009|130.948|15.55052|65.344|4.03606|-239|963|0.4023| rate trigger | Yes |    
GRB150428A   |639275|451877454.336| 2015-04-28T01:30:40.830840 |188.5387|6.966711|1.156634|24.70804|53.2|15.37787|21.632|1.836309|-239|963|0.1699| rate trigger | Yes |    
GRB150424A   |638946|451554190.564| 2015-04-24T07:42:57.075440 |152.3052|-26.64736|0.8958517|35.59201|81.056|17.48003|12.752|18.39203|-240|1204|0.6953| rate trigger | Yes |    
GRB150423A   |638808|451463298.176| 2015-04-23T06:28:04.692100 |221.6026|12.26593|1.859982|12.53447|0.2159999|0.02828424|0.1199999|0.0304631|-857|1301|0.9297| rate trigger | Yes |    
GRB150413A   |637899|450626112| 2015-04-13T13:54:58.559120 |190.3922|71.84595|1.983503|11.43442|243.596|40.82853|108.396|11.2392|-239|963|0.3555| image trigger | No |    
GRB150407A   |637342| N/A | N/A | N/A |  N/A |    N/A    | N/A | N/A | N/A | N/A | N/A |         N/A        |         N/A       | N/A | ground detected | No | No event data. Burst found in scaled map. 
GRB150403A   |637044|449790870.208| 2015-04-03T21:54:16.809780 |311.5048|-62.70611|0.7069634|49.91897|37.296|11.71655|8.904|0.5158759|-239|963|0.4023| rate trigger | Yes |    
GRB150402A   |636865000|449627880| 2015-04-02T00:37:46.694 |173.6256|40.98196|2.588457|7.818378|14.4|1.6|8|1.6|-2|8| N/A | ground detected | No |    
GRB150323C   |636005|448823134.848| 2015-03-23T17:05:21.499240 |192.6241|50.16863|2.435946|8.525817|159.664|44.61752|32.8|97.92076|-274|2000|0.2695| rate trigger | Yes |    
GRB150323B   |635929|448795729.6| 2015-03-23T09:28:36.253 |260.4578|38.32723|2.165444|10.0884|59.2|1.6|33.6|1.6|1|12|0.0898| ground detected | Yes |    
GRB150323A   |635887|448771768| 2015-03-23T02:49:14.653860 |128.191|45.4343|2.307352|9.213847|149.728|9.122436|12.74|1.041998|-239|963|0.3281| image trigger | Yes |    
