GRB160417A 14.552 1.75377e-07 1.846215e-07 nan -1.79493 nan 9999.36
GRB160412A 32.18 5.618038e-07 6.110613e-07 nan -0.638093 nan 31.3174
GRB160411A 0.3559999 1.848784e-08 2.782314e-08 nan -1.97548 nan 5.25082
GRB160410A 96.0 2.284442e-07 4.24473e-07 0.483 -1.10461 nan 163.538
GRB160409A 48.0 nan nan nan -0.694089 118.417 0.0530576
GRB160408A 0.3199999 2.713501e-08 5.94525e-08 nan -1.92949 nan 9999.36
GRB160327A 33.744 3.895486e-07 4.361357e-07 0.555 -1.72351 nan 80.2785
GRB160325A 61.724 1.554583e-06 2.577948e-06 nan 1.40225 nan 66.5851
GRB160321A 33.476 1.561e-07 1.686719e-07 nan -1.1058 nan 9999.36
GRB160314A 8.732 6.90508e-08 9.575437e-08 1.717 nan nan nan
GRB160313A 41.536 1.331903e-07 2.158154e-07 nan -0.486533 nan 246.351
GRB160303A 4.976 2.829546e-08 5.460301e-08 4.99 -1.83888 nan 9999.36
GRB160228A 98.908 4.30617e-07 6.990709e-07 nan -1.11926 nan 340.686
GRB160227A 316.348 8.451932e-07 1.155569e-06 0.726 -1.14517 nan 46.7941
GRB160225A 157.456 4.032755e-07 5.441163e-07 nan -1.52962 nan 9999.36
GRB160223A 134.864 1.203283e-06 1.882295e-06 nan -1.30547 nan 9999.32
GRB160220B 31.116 1.475609e-06 2.583933e-06 nan -1.06521 nan 9999.36
GRB160220A 8.26 1.277287e-07 1.789363e-07 nan -1.21891 nan 509.538
GRB160216A 11.0 5.030501e-07 7.230882e-07 nan -0.75315 75.5337 0.00272069
GRB160203A 17.44 2.93546e-07 3.057146e-07 <2.3 -1.16496 nan 104.125
GRB160131A 327.752 4.257763e-06 7.35227e-06 2.38 -0.957906 nan 139.844
GRB160127A 6.156 1.199163e-07 8.886244e-08 nan -0.734944 166.842 0.0240196
GRB160123A 3.952 8.723873e-08 1.226138e-07 nan -1.50906 nan 9999.31
GRB160121A 10.5 1.707816e-07 1.999407e-07 3.52 -1.29073 nan 205.569
GRB160119A 120.14 1.811481e-06 2.344521e-06 nan -1.77633 nan 58.4746
GRB160117B 11.536 1.087321e-07 8.923759e-08 0.972 -1.20944 nan 9999.36
GRB160117A 137.0 9.966809e-07 8.960786e-07 nan -0.986438 nan 25.5934
GRB160104A 16.564 1.12297e-07 1.330817e-07 1.960(?) -0.565751 nan 69.6151
GRB151229A 1.44 1.674782e-07 1.866716e-07 nan -1.04567 nan 59.5825
GRB151228B 48.0 6.42969e-07 8.26057e-07 nan -1.6255 nan 9999.36
GRB151228A 0.276 1.369351e-08 3.093318e-08 nan -1.77786 nan 16.1491
GRB151215A 17.848 9.249311e-08 9.31707e-08 0.87 -1.99494 nan 1.15702
GRB151210A 86.96 4.230412e-07 4.72969e-07 nan -1.01715 nan 57.9984
GRB151205B 1.436 2.084065e-08 2.741393e-08 nan -1.44228 nan 65.8784
GRB151205A 64.0 2.841646e-07 5.31949e-07 nan -1.10105 81.9709 0.00765284
GRB151127A 0.1879999 5.051148e-09 8.452987e-09 nan 0.583979 101.966 0.101308
GRB151122A 36.8 1.21444e-07 1.532837e-07 nan -1.09512 nan 39.0931
GRB151118A 23.568 1.281093e-07 1.56957e-07 nan -1.05199 nan 50.8344
GRB151114A 4.856 nan nan nan -1.39185 nan 132.033
GRB151112A 58.864 nan nan 2.8(?) -0.468097 nan 139.902
GRB151111A 76.044 nan nan 2.59 0.184442 nan 84.4096
GRB151107A nan nan nan nan -1.60478 nan 288.198
GRB151031A 5.0 1.098478e-07 8.544198e-08 4.1 -1.27968 nan 73.3883
GRB151029A 8.952 1.378642e-07 1.21507e-07 3.5 nan nan nan
GRB151027B 80.0 4.173796e-07 4.73774e-07 1.167 nan nan nan
GRB151027A 129.58 1.839664e-06 2.526495e-06 1.423 nan nan nan
GRB151023A 10.76 8.511493e-08 7.139138e-08 nan nan nan nan
GRB151022A 117.68 3.452794e-07 3.721779e-07 nan -1.96654 nan 3.35248
GRB151021A 110.056 6.85735e-06 9.531829e-06 4.063 -0.276867 nan 33.9501
GRB151006A 211.056 1.786136e-06 2.524669e-06 nan -1.66425 nan 104.51
GRB151004A 137.272 3.006157e-07 3.106789e-07 nan -1.54973 nan 9999.36
GRB151001B 131.52 4.904369e-07 4.49752e-07 nan -1.36334 nan 27.3063
GRB151001A 9.828 1.459975e-07 2.538665e-07 nan -1.65504 nan 60.1939
GRB150925A 122.132 4.311617e-07 3.790271e-07 nan -1.52348 nan 9999.36
GRB150915A 160.0 2.442884e-07 1.758987e-07 0.81 -1.47105 nan 939.528
GRB150911A 7.136 6.533405e-07 6.861192e-07 nan -1.94703 nan 356.408
GRB150910A 112.272 1.108049e-06 1.704508e-06 2.33 -1.9575 nan 10.4539
GRB150907B 62.02 3.021718e-07 4.36369e-07 nan -0.963716 nan 235.664
GRB150901A 64.0 1.519918e-07 1.008278e-07 nan -2.17509 nan 9999.36
GRB150831B 6.176 4.03179e-07 4.328605e-07 nan -1.92115 nan 4.86026
GRB150831A 0.92 5.475651e-08 1.337475e-07 nan -1.01793 51.5727 0.0663659
GRB150821A 168.944 2.486819e-07 2.607921e-07 1.968 -1.29499 nan 433.782
GRB150819A 51.664 1.287683e-07 1.553133e-07 nan -0.159906 nan 67.579
GRB150818A 143.056 1.232406e-06 1.344045e-06 1.36 -1.8673 nan 5.76002
GRB150817A 37.996 1.657551e-06 1.937969e-06 nan -0.5218 nan 50.7397
GRB150811A 31.52 1.504392e-07 1.371674e-07 nan -0.711588 nan 9999.36
GRB150801B 408.708 8.288418e-07 9.544685e-07 nan 0.607063 nan 42.1053
GRB150728A 0.832 9.871229e-09 9.747235e-09 nan -1.16507 nan 64.1194
GRB150727A 87.956 7.282017e-07 1.329051e-06 0.755 -1.87793 nan 9999.36
GRB150724A 280.008 6.388417e-07 6.427221e-07 nan -1.60532 nan 123.185
GRB150722A 67.312 1.701198e-07 1.897382e-07 nan -1.94334 nan 12.4918
GRB150720A 238.536 2.564196e-07 1.840989e-07 nan -1.7981 nan 9999.34
GRB150716A 42.568 3.711298e-07 5.126086e-07 nan -2.07926 nan 37.4196
GRB150711A 70.956 1.191337e-06 1.392914e-06 nan -0.777189 nan 194.566
GRB150710B nan 8.712574e-07 1.37612e-06 nan -1.43213 nan 42.1252
GRB150710A 0.152 1.012613e-08 2.606173e-08 nan -1.83827 nan 9999.36
GRB150626B 48.0 2.260223e-07 3.761501e-07 nan -1.98296 nan 1.20507
GRB150626A 97.264 4.168411e-07 4.076342e-07 nan -1.00573 nan 94.4785
GRB150616A 608.408 5.223165e-06 6.608056e-06 nan -1.48251 nan 89.7934
GRB150615A 32.684 1.705432e-07 1.961302e-07 nan -1.08897 nan 204.346
GRB150607A 25.988 6.157435e-07 8.180122e-07 nan -0.395515 nan 403.658
GRB150530A 6.896 4.352117e-07 6.205554e-07 nan -1.02328 nan 231.912
GRB150527A 108.8 8.72834e-07 1.069182e-06 nan -2.12293 nan 63.8388
GRB150530B 3.0 4.654374e-08 5.812476e-08 nan -1.42786 nan 131.726
GRB150513A 161.564 1.263308e-06 2.037507e-06 nan -1.80469 nan 9999.36
GRB150430A 106.88 1.552856e-06 2.409468e-06 nan -0.975244 84.1671 0.0184289
GRB150428B 130.948 1.075991e-06 1.229104e-06 nan -1.10945 nan 128.415
GRB150428A 53.2 1.392194e-06 2.290023e-06 nan -1.40772 nan 91.2376
GRB150424A 81.056 3.090321e-07 5.487993e-07 0.282 -0.582301 nan 58.5837
GRB150423A 0.2159999 1.03738e-08 2.431634e-08 0.313(?) -1.22811 nan 513.193
GRB150413A 243.596 1.149466e-06 1.431121e-06 0.3(ref -1.03462 nan 158.704
GRB150407A nan nan nan nan -0.964588 58.2952 0.00703194
GRB150403A 37.296 3.625904e-06 6.222231e-06 1.394(?) -1.2107 nan 602.376
GRB150402A 14.4 4.649578e-08 3.837634e-08 nan -1.12194 nan 983.671
GRB150323C 159.664 3.925149e-07 4.100777e-07 nan 0.443048 nan 120.501
GRB150323B 59.2 7.573753e-07 1.055386e-06 nan -1.48436 nan 128.41
GRB150323A 149.728 1.538871e-06 1.845747e-06 3.139 nan nan nan
GRB150318A 87.444 7.508927e-07 7.217851e-07 nan -1.097 nan 444.655
GRB150317A 23.284 1.607583e-07 2.265445e-07 nan -1.88872 nan 10.2078
GRB150314A 14.78 4.379452e-06 8.296401e-06 2.06 -0.038937 nan 43.2496
GRB150309A 242.04 4.170196e-06 6.32975e-06 nan -1.4542 nan 397.397
GRB150302A 23.872 6.926147e-08 8.606604e-08 nan -1.61299 nan 154.878
GRB150301B 17.136 4.788311e-07 6.983166e-07 0.593 -1.52868 nan 36.2999
GRB150301A 0.484 1.766559e-08 2.604222e-08 nan -1.50914 nan 9999.32
GRB150222A 15.836 5.66256e-07 7.415371e-07 nan -0.998341 nan 764.681
GRB150213B 209.0 8.836328e-07 1.055485e-06 nan -1.04668 156.263 0.00825609
GRB150212A 15.488 2.218127e-07 3.153161e-07 nan -0.934219 nan 60.3538
GRB150211A 13.608 1.455236e-06 2.392233e-06 nan -1.3511 nan 305.91
GRB150206A 75.0 3.368773e-06 5.334233e-06 1.758 -1.43637 nan 9999.35
GRB150204A 14.0 2.289833e-07 3.000431e-07 nan -1.27787 nan 110.361
GRB150203A 24.436 2.644499e-07 3.016847e-07 nan -0.645486 nan 53.6203
GRB150202A 25.472 1.51755e-07 2.197419e-07 nan -1.28219 nan 171.848
GRB150201A 26.592 2.534051e-07 1.988316e-07 nan -0.620281 nan 119.788
GRB150120B 24.336 1.704437e-07 1.447042e-07 nan -1.16078 nan 275.321
GRB150120A 1.196 4.077179e-08 4.650072e-08 1.5169 -1.54912 nan 367.607
GRB150110B 10.58 1.428325e-07 1.544781e-07 nan -1.61104 nan 89.6103
GRB150103A 49.088 2.476714e-07 3.25706e-07 nan -1.46957 nan 9999.35
GRB150101B 0.01199996 1.242711e-10 4.852102e-12 2.087 -0.976336 nan 27.3386
GRB150101A 0.05999994 9.2276e-10 2.675401e-10 nan -2.22079 nan 10000.0
GRB141229A 6.4 nan nan nan -1.81367 nan 9999.36
GRB141225A 86.148 6.148262e-07 1.021298e-06 0.46 -1.29384 nan 51.654
GRB141221A 36.816 5.804357e-07 6.969059e-07 0.1343 0.0324951 nan 54.2377
GRB141220A 7.232 5.813339e-07 9.420538e-07 0.915 -1.0 nan 80.0
GRB141212B 10.508 2.874814e-07 4.179456e-07 nan -1.0 nan 80.0
GRB141212A 0.288 1.881825e-08 2.475935e-08 1.452(?) nan nan nan
GRB141205A 1.664 2.533634e-08 4.483466e-08 nan -1.23021 nan 999.974
GRB141130A 62.856 7.066112e-07 9.575034e-07 nan -1.25574 nan 72.839
GRB141121A 481.004 1.193739e-06 1.420003e-06 1.32 -0.614702 116.098 0.0652679
GRB141109B 220.504 2.594049e-07 2.289172e-07 nan -1.0645 nan 121.704
GRB141109A 200.188 1.65571e-06 2.325918e-06 0.596(?) -1.14621 nan 94.8648
GRB141102A 14.4 nan nan nan 3.31155 nan 54.1726
GRB141031B 15.624 5.736682e-08 8.89428e-08 nan -1.2949 nan 129.045
GRB141031A 464.0 7.65465e-07 1.247112e-06 nan -1.42906 nan 79.0396
GRB141026A 139.476 4.201906e-07 3.340537e-07 1.47 -1.93907 nan 10.2198
GRB141022A 8.716 1.062126e-07 1.714495e-07 nan -1.45625 nan 512.002
GRB141020A 14.896 1.306504e-07 1.491904e-07 nan nan nan nan
GRB141017A 55.808 7.893262e-07 1.071215e-06 nan -1.36912 nan 9999.36
GRB141015A 11.0 4.564607e-08 5.068196e-08 nan -1.25237 nan 939.147
GRB141005A 3.472 2.341696e-07 3.96872e-07 nan -1.99196 nan 0.922985
GRB141004A 3.924 1.919289e-07 2.12305e-07 2.993 -0.81186 nan 128.377
GRB140930B 0.8439999 6.073904e-08 1.559761e-07 nan -1.31929 nan 59.751
GRB140927A 6.256 7.605197e-08 8.630196e-08 nan -1.02753 94.0828 0.008952
GRB140919A 152.304 1.660875e-06 2.072988e-06 nan -1.6347 nan 66.8624
GRB140916A 68.976 4.676243e-07 4.230163e-07 nan -0.869878 nan 166.7
GRB140909A nan nan nan nan -1.47992 nan 64.3615
GRB140907A 80.0 1.196582e-06 1.524799e-06 3.35(?) -0.546803 nan 996.861
GRB140903A 0.2959999 4.042336e-08 4.079552e-08 0.573 -1.82151 nan 9999.27
GRB140901B 6.4 1.106474e-07 1.945813e-07 nan -1.25169 nan 86.2332
GRB140828A 19.148 4.0435e-07 4.878512e-07 nan -1.12917 nan 36.9544
GRB140824A 3.084 5.486338e-08 5.53213e-08 nan nan nan nan
GRB140818B 31.552 1.847746e-07 2.084934e-07 nan -1.42189 nan 129.6
GRB140817A 258.344 1.094799e-06 1.582102e-06 nan -1.36142 nan 44.1689
GRB140730A 40.896 9.849184e-08 7.542586e-08 nan -0.685525 nan 142.328
GRB140719B 54.0 3.493441e-07 4.234707e-07 nan -0.795098 59.7894 0.0201133
GRB140719A 48.0 1.264711e-07 1.469878e-07 nan -2.03091 nan 29.7964
GRB140716A-2 124.8 8.794099e-07 1.089385e-06 nan -1.75691 nan 163.936
GRB140716A-1 124.8 2.237272e-07 2.568436e-07 nan -1.45708 nan 2602.84
GRB140713A 6.016 1.045817e-07 1.166315e-07 nan -1.67741 nan 16.2477
GRB140710A 3.0 6.965464e-08 6.788596e-08 1.21 -1.02636 nan 66.5181
GRB140709B 156.732 9.287537e-07 1.579322e-06 nan -0.864242 nan 53.7957
GRB140709A 105.192 1.471654e-06 1.882287e-06 nan -1.43238 nan 116.701
GRB140706A 47.844 5.401619e-07 6.414073e-07 nan -1.45522 nan 82.1216
GRB140703A 68.644 1.049984e-06 1.293191e-06 0.351 -1.81641 nan 296.903
GRB140629A 38.272 6.570471e-07 7.285117e-07 0.558 -0.963825 nan 39.5551
GRB140628A 10.54 3.376979e-07 4.593973e-07 nan -0.838804 nan 162.081
GRB140626A 16.16 1.152629e-07 1.241851e-07 nan -1.28409 103.83 0.00676014
GRB140622A 0.132 4.378281e-09 2.073689e-09 3.14 -1.42796 nan 84.7167
GRB140619A 233.048 5.395662e-06 7.334404e-06 nan -1.70203 nan 9998.99
GRB140614B 49.872 1.785326e-07 1.718887e-07 nan -1.33408 nan 60.9244
GRB140614A 77.392 2.55473e-07 3.621138e-07 2.275 -1.14717 nan 100.068
GRB140611A 3.2 nan nan nan -0.617218 nan 45.6669
GRB140610A 93.252 1.514804e-06 2.038526e-06 nan 1.23012 nan 44.2382
GRB140607A 94.768 5.787491e-07 6.932508e-07 nan -1.52774 nan 919.773
GRB140606A 0.34 6.715775e-09 1.866836e-08 nan -0.94605 nan 38.7575
GRB140529A 8.144 6.495306e-07 7.150717e-07 nan -1.42432 nan 389.691
GRB140521A 9.876 2.237167e-07 3.324669e-07 nan nan nan nan
GRB140518A 60.524 3.402324e-07 3.665943e-07 0.959 -1.34655 nan 152.917
GRB140516A 0.256 8.760522e-09 9.448656e-09 nan -1.71607 nan 514.469
GRB140515A 23.416 1.87608e-07 2.190288e-07 4.233 1.06455 nan 134.245
GRB140512A 154.112 2.960575e-06 4.693384e-06 4.707 -1.30829 nan 60.0437
GRB140509A 23.216 3.168516e-07 4.223534e-07 6.33 -1.39199 nan 864.512
GRB140506A 111.104 6.769187e-07 9.203573e-07 0.725 -0.976957 47.922 0.00647742
GRB140502A 15.12 1.439835e-07 2.463955e-07 nan 0.488963 nan 44.5679
GRB140430A 173.588 3.418345e-07 3.405148e-07 2.4(?) -0.984097 56.3679 0.00776229
GRB140428A 17.424 8.578356e-08 1.17949e-07 0.889 -1.29231 nan 982.496
GRB140423A 134.144 2.127247e-06 3.372701e-06 1.6 -1.2377 nan 107.727
GRB140419A 80.076 3.213993e-06 5.775171e-06 4.7(?) -1.44947 nan 271.007
GRB140414A 0.4959999 1.816233e-08 4.575849e-08 nan -1.22732 nan 9999.36
GRB140413A 132.976 2.766997e-06 3.994465e-06 nan -2.10789 nan 47.6201
GRB140412A 48.0 2.152639e-07 2.110285e-07 nan -0.402624 nan 64.422
GRB140408A 3.628 8.004233e-08 1.141352e-07 nan -1.16323 nan 271.043
GRB140402A 0.896 1.108467e-08 2.002039e-08 nan -1.09851 nan 994.29
GRB140331A 209.656 2.122432e-07 2.179986e-07 3.26 -0.529901 nan 664.065
GRB140323A 106.488 3.894483e-06 5.497811e-06 nan -1.2612 nan 186.047
GRB140320A 0.512 1.162706e-08 1.898191e-08 nan -2.26554 nan 106.251
GRB140318A 7.604 6.515741e-08 1.025354e-07 3.956 -1.00243 nan 109.21
GRB140311B 129.6 4.849204e-08 8.030462e-08 nan -1.16791 nan 9999.36
GRB140311A 70.48 5.668465e-07 6.993514e-07 4.65 -1.41789 nan 40.599
GRB140305A 20.304 1.356395e-07 1.991664e-07 nan -1.3241 nan 215.353
GRB140304A 14.784 2.509268e-07 4.077999e-07 1.02 -1.14811 nan 340.817
GRB140302A 98.724 5.36014e-07 1.016731e-06 nan -1.08585 nan 180.845
GRB140301A 27.804 1.355128e-07 1.390017e-07 4.954 -0.763803 nan 124.45
GRB140215A 25.632 1.429875e-06 2.670595e-06 nan -1.48441 nan 116.353
GRB140213A 59.932 3.375108e-06 3.884075e-06 5.283 -0.301199 nan 75.0365
GRB140211A 109.532 5.78481e-07 5.508953e-07 nan -0.846809 136.898 0.0107937
GRB140209A 20.432 9.902358e-07 1.470682e-06 nan -1.07028 nan 9998.48
GRB140206A 94.188 4.173668e-06 5.862296e-06 1.416 -2.02681 nan 14.8834
GRB140129B 1.36 2.255599e-08 1.922702e-08 nan -1.09762 nan 9999.36
GRB140129A 3.0 3.803919e-08 3.896289e-08 nan -1.61639 nan 113.742
GRB140118A 84.092 7.410154e-07 8.096498e-07 nan -1.67631 nan 34.2172
GRB140114A 139.948 9.815407e-07 9.354667e-07 1.2076 -1.16202 nan 178.253
GRB140108A 95.232 1.79551e-06 2.480665e-06 nan -1.14172 133.61 0.00870879
GRB140103A 17.344 2.003563e-07 1.330433e-07 nan -1.99215 nan 1.49585
GRB140102A 55.08 1.765856e-06 2.724805e-06 nan -0.532294 nan 38.3347
GRB131229A 48.0 1.337646e-06 2.543321e-06 nan -1.35697 nan 55.5965
GRB131227A 17.988 1.926929e-07 3.017004e-07 2.73 -1.80314 nan 32.4668
GRB131226A 7.228 9.342171e-07 1.435351e-06 nan -1.50535 nan 962.001
GRB131224B 8.348 7.984623e-08 7.555522e-08 nan -1.43342 nan 17.3479
GRB131205A 20.344 4.722016e-08 6.578659e-08 nan -1.22975 nan 304.156
GRB131202A 30.196 1.525748e-07 2.104761e-07 nan -1.01149 nan 983.465
GRB131128A 3.0 8.972868e-08 1.022943e-07 nan -1.34071 nan 9967.95
GRB131127A 94.972 6.464787e-07 5.072642e-07 nan -1.2998 nan 469.679
GRB131120A 130.432 2.043048e-07 1.115549e-07 nan -1.05212 nan 36.2502
GRB131117A 10.88 8.40314e-08 9.61483e-08 3 -1.5056 nan 9974.72
GRB131110A 76.8 9.207796e-07 1.157726e-06 nan -1.43842 nan 275.673
GRB131105A 112.208 nan nan 5.3(?) -1.11171 nan 60.902
GRB131103A 15.208 2.28181e-07 2.633236e-07 4.042 -1.82421 nan 12.7522
GRB131031A 6.4 nan nan nan -0.785268 nan 17.0778
GRB131030A 39.424 6.459437e-06 1.054933e-05 1.686 0.170574 nan 44.352
GRB131024B 96.816 2.698238e-07 5.402442e-07 nan -1.39242 nan 109.039
GRB131024A 112.0 3.459951e-07 3.859491e-07 nan nan nan nan
GRB131018A 73.216 3.492263e-07 2.947725e-07 nan -1.34182 nan 63.408
GRB131004A 1.536 7.779828e-08 8.904714e-08 0.5955 nan nan nan
GRB131002B 52.0 2.50444e-07 2.142301e-07 nan -1.16186 nan 404.43
GRB131002A 56.528 1.463252e-07 1.909366e-07 nan -0.865113 nan 513.471
GRB131001A 5.0 1.596178e-07 1.771337e-07 nan -1.43617 nan 59.2018
GRB130929A 12.24 2.107459e-07 2.159928e-07 nan -1.71238 nan 20.7564
GRB130925A 160.296 1.232214e-05 1.187562e-05 1.293 -1.23067 nan 60.678
GRB130919A 99.684 3.750836e-07 5.253854e-07 nan -0.894257 nan 30.9686
GRB130913A 41.6 2.129746e-08 4.684872e-08 nan -0.538106 nan 61.8656
GRB130912A 0.2839999 3.680079e-08 6.387444e-08 nan -0.906274 52.456 0.0328081
GRB130907A 364.368 2.83714e-05 4.97566e-05 0.717 -0.968204 nan 43.8469
GRB130831B 37.584 4.028093e-07 4.778036e-07 nan -1.84657 nan 39.703
GRB130831A 30.192 1.915249e-06 2.012729e-06 0.348 -0.392274 68.5429 0.00471599
GRB130829A 51.884 2.891155e-07 4.559438e-07 nan -0.688347 nan 452.176
GRB130822A 0.04399997 3.260028e-09 4.091111e-09 nan -1.1561 nan 965.147
GRB130816B 8.676 8.156331e-08 9.196337e-08 nan -1.12745 nan 999.537
GRB130816A 29.976 1.229472e-07 1.354032e-07 nan -0.242025 nan 53.0499
GRB130812A 7.628 2.062565e-07 1.532878e-07 nan -1.9144 nan 319.855
GRB130807A 293.04 5.851909e-07 7.511862e-07 nan -1.07066 nan 175.945
GRB130806A 5.78 5.405947e-08 4.202732e-08 nan 0.451928 nan 60.3147
GRB130803A 43.572 3.710781e-07 4.744662e-07 nan -0.339121 nan 46.2201
GRB130727A 13.564 1.017556e-06 1.294907e-06 nan -1.51895 nan 59.1067
GRB130725B 4.776 1.20534e-07 9.954503e-08 nan -1.09858 nan 26.5087
GRB130725A 101.52 2.536684e-07 3.340308e-07 nan -0.918447 nan 72.719
GRB130722A 98.368 3.143714e-06 4.587047e-06 nan -1.66013 nan 16.7655
GRB130719A 146.968 5.620404e-07 7.034084e-07 nan -1.16661 nan 88.5534
GRB130716A 87.672 7.382347e-08 1.185426e-07 nan -1.42243 nan 137.8
GRB130708A 11.2 2.305441e-07 4.198497e-07 nan -1.98735 nan 1.79921
GRB130701A 4.38 1.156641e-06 1.548918e-06 1.238 -1.61643 nan 9999.36
GRB130627B 48.0 2.279607e-07 2.708445e-07 nan -1.42022 nan 981.144
GRB130627A 18.048 2.117696e-07 2.514744e-07 nan -1.67316 nan 9999.31
GRB130626A 0.16 1.279739e-08 2.195994e-08 nan 0.302803 nan 82.0643
GRB130625A 41.272 4.433505e-07 6.600507e-07 nan 0.22931 nan 85.544
GRB130623A 17.616 2.344853e-07 2.685192e-07 nan -0.902599 89.1621 0.152299
GRB130615A 332.556 7.081708e-07 6.649026e-07 nan -0.901135 nan 56.9403
GRB130612A 4.0 8.4417e-08 8.470128e-08 0.4791 1.07809 nan 51.9235
GRB130610A 47.724 5.552644e-07 9.194539e-07 1.155 -0.165586 nan 95.7997
GRB130609B 211.172 3.48881e-06 5.982974e-06 nan -1.12637 nan 151.897
GRB130609A 7.056 1.662554e-07 1.807572e-07 nan 0.822467 nan 47.0933
GRB130608A 151.852 2.979702e-07 1.933182e-07 nan -0.717616 nan 35.4842
GRB130606A 276.656 6.881026e-07 9.606015e-07 2.006 0.83623 nan 37.262
GRB130605A 10.176 5.965241e-07 7.76476e-07 nan -1.00996 nan 201.993
GRB130604A 76.284 4.048277e-07 5.237334e-07 2.092 -1.21705 nan 9997.08
