GRB160501A   |    684679    | -2.278250e+00 | -2.530720e+00 | -2.044790e+00 | 1.003720e-03 | 8.259800e-04 | 1.178330e-03 | 44.25 | 57 | 0.7763 | 8.912930e-01 | 50.0000 | 64 | 0.000000 | 64.000000 |  
GRB160425A   |    684098    | -2.176770e+00 | -2.357540e+00 | -2.005140e+00 | 6.703370e-04 | 5.924280e-04 | 7.465630e-04 | 53.25 | 57 | 0.9342 | 6.165036e-01 | 50.0000 | 320.3 | -0.532000 | 319.800000 |  
GRB160424A   |    683906    | -1.400430e+00 | -1.504410e+00 | -1.296270e+00 | 1.579010e-02 | 1.483730e-02 | 1.674270e-02 | 50.79 | 57 | 0.8911 | 7.057564e-01 | 50.0000 | 8.16 | -1.424000 | 6.736000 |  
GRB160419A   |    683383    | -1.315670e+00 | -1.387360e+00 | -1.243560e+00 | 2.763170e-02 | 2.643590e-02 | 2.882710e-02 | 51.56 | 57 | 0.9045 | 6.786399e-01 | 50.0000 | 13.82 | -4.488000 | 9.336000 |  
GRB160417A   |    683076    | -1.925940e+00 | -2.170480e+00 | -1.695780e+00 | 4.045060e-03 | 3.463330e-03 | 4.606030e-03 | 66.51 | 57 | 1.167 | 1.821165e-01 | 50.0000 | 16.02 | -2.136000 | 13.888000 |  
GRB160412A   |    682522    | -1.878820e+00 | -1.962270e+00 | -1.796310e+00 | 4.742920e-03 | 4.518630e-03 | 4.965640e-03 | 58.40 | 57 | 1.024 | 4.238722e-01 | 50.0000 | 44.48 | -4.308000 | 40.176000 |  
GRB160411A   |    682339    | -1.409440e+00 | -1.714140e+00 | -1.111420e+00 | 2.069550e-02 | 1.613020e-02 | 2.525680e-02 | 65.94 | 57 | 1.157 | 1.952526e-01 | 50.0000 | 0.392 | 0.060000 | 0.452000 |  
GRB160410A   |    682269    | -1.106170e+00 | -1.383980e+00 | -8.185270e-01 | 8.623910e-04 | 7.330950e-04 | 9.908250e-04 | 64.89 | 57 | 1.138 | 2.209705e-01 | 50.0000 | 128 | -15.160000 | 112.840000 |  
GRB160409A   |    682162    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB160408A   |    682059    | -8.684940e-01 | -1.113440e+00 | -6.122230e-01 | 3.961360e-02 | 3.366720e-02 | 4.548510e-02 | 56.23 | 57 | 0.9865 | 5.038664e-01 | 50.0000 | 0.356 | 0.016000 | 0.372000 |  
GRB160327A   |    680655    | -1.837060e+00 | -1.943610e+00 | -1.732490e+00 | 3.014580e-03 | 2.833540e-03 | 3.193660e-03 | 50.97 | 57 | 0.8941 | 6.996287e-01 | 50.0000 | 49.22 | -6.368000 | 42.848000 |  
GRB160325A   |    680436    | -1.270330e+00 | -1.311900e+00 | -1.228640e+00 | 6.421510e-03 | 6.281320e-03 | 6.561560e-03 | 37.26 | 57 | 0.6537 | 9.800420e-01 | 50.0000 | 111.1 | -51.748000 | 59.380000 |  
GRB160321A   |    680017    | -1.888310e+00 | -2.084380e+00 | -1.701440e+00 | 1.461410e-03 | 1.271240e-03 | 1.647770e-03 | 52.84 | 57 | 0.9269 | 6.319662e-01 | 50.0000 | 39.98 | -20.884000 | 19.100000 |  
GRB160314A   |    679120    | -1.528360e+00 | -1.750860e+00 | -1.308420e+00 | 3.119090e-03 | 2.715780e-03 | 3.517350e-03 | 62.83 | 57 | 1.102 | 2.773965e-01 | 50.0000 | 9.348 | -0.036000 | 9.312000 |  
GRB160313A   |    678929    | -1.303710e+00 | -1.537420e+00 | -1.068470e+00 | 1.203290e-03 | 1.051660e-03 | 1.354700e-03 | 75.62 | 57 | 1.327 | 5.004063e-02 | 50.0000 | 50.26 | -5.604000 | 44.656000 |  
GRB160303A   |    677495    | -1.051600e+00 | -1.373410e+00 | -7.055180e-01 | 2.571350e-03 | 2.133000e-03 | 3.005590e-03 | 54.49 | 57 | 0.9559 | 5.699589e-01 | 50.0000 | 5.408 | -0.088000 | 5.320000 |  
GRB160228A   |    676595    | -1.301000e+00 | -1.409440e+00 | -1.192040e+00 | 1.636280e-03 | 1.540240e-03 | 1.732300e-03 | 41.18 | 57 | 0.7224 | 9.432745e-01 | 50.0000 | 119.6 | -0.008000 | 119.580000 |  
GRB160227A   |    676423    | -1.548780e+00 | -1.651790e+00 | -1.446460e+00 | 1.053830e-03 | 9.886690e-04 | 1.118770e-03 | 59.22 | 57 | 1.039 | 3.944151e-01 | 50.0000 | 336.4 | -99.388000 | 236.964000 |  
GRB160225A   |    675998    | -1.567880e+00 | -1.808480e+00 | -1.330360e+00 | 1.022440e-03 | 8.772180e-04 | 1.166710e-03 | 56.93 | 57 | 0.9988 | 4.776447e-01 | 50.0000 | 164.4 | -30.376000 | 135.288000 |  
