105 8.685E-07 1.0887E-08 1.3209E-06 1.4368E-08
2.0468E-06 1.7931E-07 1.0321E-06 1.7931E-07 
12.761 0.544 3.84  
11.857 0.265 3.84  
9.937 0.123 4.16  
107 0.000000055 9.8234E-09 5.6918E-08 1.0321E-08
5.9237E-08 0.00000002 7.6854E-08 5.499E-07 
0.408 0.217 -0.448  
0.299 0.108 -0.256  
0.2 0.053 0.128  
108 8.2861E-09 6.0599E-09 1.4947E-08 5.2203E-09
0.000000032 1.2363E-08 1.4604E-06 4.2317E-07 
0.812 0.238 0  
0.439 0.107 0.128  
0.112 0.048 0.768  
109 4.4255E-06 3.9649E-08 0.000007308 4.9525E-08
0.000017653 0.000000121 0.000029537 9.0307E-07 
3.777 0.354 34.368  
3.62 0.173 34.56  
3.35 0.084 35.072  
110 4.5034E-07 3.6621E-08 4.6726E-07 4.0653E-08
1.7766E-06 1.4014E-07 4.0053E-07 7.0827E-07 
0.475 0.218 0  
0.478 0.107 0.192  
0.367 0.052 0.32  
111 0.000001111 3.3433E-08 1.8851E-06 4.5079E-08
0.000002022 8.8778E-08 0 4.3962E-07 
0.774 0.257 2.624  
0.649 0.124 2.816  
0.589 0.061 2.88  
114 6.5931E-07 5.9408E-08 7.019E-07 7.5803E-08
0.000000721 1.5653E-07 0 1.2035E-06 
0.74 0.251 -0.128  
0.722 0.122 -0.128  
0.516 0.059 0.576  
121 2.4987E-06 3.9769E-08 2.6381E-06 3.6622E-08
4.7813E-06 1.0211E-07 0.000007266 1.1075E-06 
1.793 0.27 53.888  
1.496 0.136 1.984  
1.128 0.063 2.304  
130 3.1859E-06 3.0566E-08 0.000004885 3.7336E-08
0.000013484 1.0646E-07 0.000017184 7.932E-07 
3.926 0.369 12.096  
3.468 0.178 12.16  
2.816 0.083 12.224  
133 7.4327E-07 4.1611E-08 0.000000747 4.4329E-08
2.4223E-06 1.1826E-07 1.8328E-06 8.1751E-07 
0.808 0.242 144.832  
0.659 0.118 143.936  
0.607 0.059 144.448  
138 6.7073E-09 2.2032E-09 1.7829E-08 0.000000003
5.8935E-08 7.4537E-09 5.276E-08 6.3551E-08 
1.107 0.253 0.256  
0.722 0.114 0.32  
0.364 0.052 0.32  
142 4.511E-07 0.000000013 1.3259E-06 1.7685E-08
4.3792E-06 3.8644E-08 1.4688E-06 1.7783E-07 
8.866 0.535 1.28  
8.6 0.264 0.576  
8.027 0.129 1.344  
143 5.7236E-06 3.4374E-08 7.5901E-06 4.308E-08
0.00004562 1.3972E-07 0.00023324 1.2379E-06 
52.008 1.426 1.28  
47.569 0.682 1.344  
37.634 0.301 2.88  
148 0.000000631 1.7111E-08 6.4312E-07 0.000000015
