254 0.384 0.707 11.875e-09 16.056e-09 15.741e-09 14.111e-09 15.703e-08 60.678e-08 10.978e-07 60.678e-08 1.545 0.272 0.000 1.319 0.131 0.064 0.483 0.057 0.512
257 80.832 4.160 79.986e-08 18.309e-09 12.911e-07 25.601e-09 41.876e-07 62.867e-09 30.458e-06 91.037e-08 1.866 0.287 1.088 1.711 0.141 1.280 1.493 0.069 1.280
288 41.152 6.464 30.921e-08 24.349e-09 31.707e-08 21.023e-09 54.802e-08 11.593e-07 42.687e-07 11.593e-07 0.659 0.204 -1.408 0.519 0.101 -1.216 0.397 0.050 -1.024
289 0.067 0.012 52.673e-11 11.284e-10 36.352e-10 13.682e-10 29.896e-09 46.738e-10 62.825e-09 60.895e-09 1.607 0.253 -0.128 0.510 0.105 0.000 0.163 0.047 0.256
297 0.960 0.091 14.867e-09 39.478e-10 33.207e-09 30.735e-10 15.530e-08 78.882e-10 86.784e-08 10.177e-08 2.979 0.316 0.256 2.190 0.142 0.256 0.800 0.055 0.320
298 0.455 0.065 13.681e-08 56.766e-10 24.541e-08 65.185e-10 11.921e-07 16.566e-09 47.116e-07 11.955e-08 56.127 1.224 0.000 22.047 0.385 0.128 6.175 0.114 0.704
332 50.624 4.418 51.098e-08 16.855e-09 88.790e-08 17.012e-09 19.133e-07 50.136e-09 70.950e-08 30.290e-08 1.238 0.225 3.264 1.188 0.110 3.072 1.127 0.054 3.264
351 146.944 4.017 36.229e-07 64.732e-09 37.990e-07 57.367e-09 91.375e-07 15.328e-08 18.439e-06 14.465e-07 1.450 0.258 41.792 1.226 0.126 41.920 1.220 0.062 42.240
373 1.536 0.091 32.774e-10 66.443e-10 10.944e-09 81.095e-10 20.065e-08 17.344e-09 61.125e-09 10.108e-08 1.089 0.267 0.000 0.644 0.129 0.128 0.523 0.063 0.128
394 106.112 2.057 59.717e-07 56.132e-09 68.778e-07 46.539e-09 24.340e-06 14.209e-08 34.792e-06 12.239e-07 5.105 0.376 23.232 4.777 0.181 23.296 4.056 0.086 23.616
398 25.600 4.546 62.871e-08 23.534e-09 91.102e-08 28.172e-09 23.802e-07 71.682e-09 20.301e-07 42.622e-08 2.031 0.382 0.448 1.714 0.186 0.448 1.536 0.092 1.216
401 5.056 0.181 22.569e-09 59.371e-10 42.382e-09 63.926e-10 10.128e-08 20.860e-09 33.743e-09 13.858e-08 0.418 0.240 -1.024 0.333 0.115 -1.024 0.240 0.056 -0.512
404 123.392 3.360 72.018e-08 21.901e-09 10.010e-07 25.070e-09 18.912e-07 45.520e-09 16.119e-07 51.256e-08 1.218 0.230 34.112 1.006 0.111 34.240 0.827 0.054 34.944
408 85.440 3.105 97.329e-08 32.542e-09 18.275e-07 41.373e-09 30.124e-07 10.178e-08 62.688e-08 63.294e-08 1.575 0.269 0.640 1.435 0.131 23.104 1.208 0.063 23.168
414 15.552 6.538 15.298e-08 16.944e-09 11.744e-08 13.366e-09 25.900e-08 29.751e-09 66.292e-09 28.190e-08 1.051 0.228 -0.896 1.013 0.112 -0.768 0.641 0.052 -0.576
432 0.034 0.005 50.370e-10 93.162e-11 96.922e-10 14.265e-10 72.313e-09 40.178e-10 62.209e-08 10.159e-08 4.976 0.401 0.000 1.336 0.145 0.064 0.374 0.064 0.896
444 0.256 0.091 18.878e-08 69.883e-10 25.921e-08 74.834e-10 58.230e-08 16.244e-09 47.278e-08 10.593e-08 28.559 0.768 0.064 16.597 0.300 0.128 4.368 0.092 0.320
451 15.168 2.369 30.934e-07 31.095e-09 42.095e-07 36.739e-09 70.203e-07 80.691e-09 69.350e-07 50.757e-08 17.457 0.947 5.632 16.923 0.467 5.696 15.386 0.225 5.952
465 13.824 2.572 87.162e-09 18.716e-09 61.648e-09 14.299e-09 23.565e-08 43.579e-09 0.000 27.910e-08 0.315 0.216 0.768 0.309 0.105 0.768 0.244 0.052 -0.192
467 37.696 3.777 25.973e-08 10.524e-09 47.777e-08 14.907e-09 20.835e-07 35.647e-09 39.194e-07 24.044e-08 8.998 0.514 0.320 7.729 0.242 0.448 4.376 0.097 1.024
469 15.424 1.286 43.710e-08 15.368e-09 62.964e-08 18.639e-09 26.730e-07 37.598e-09 69.479e-07 38.578e-08 4.424 0.400 2.688 4.222 0.198 2.688 3.820 0.095 3.264
472 82.176 5.724 91.455e-08 94.273e-09 10.918e-07 77.908e-09 19.800e-07 23.103e-08 0.000 18.630e-07 1.395 0.434 -1.600 0.852 0.207 -1.536 0.681 0.102 -0.832
473 31.104 3.657 27.740e-08 20.900e-09 33.431e-08 21.285e-09 44.000e-08 59.148e-09 22.791e-09 33.101e-08 0.608 0.252 0.064 0.554 0.122 -0.320 0.443 0.060 0.256
474 0.152 0.032 12.804e-09 17.907e-10 33.208e-09 31.043e-10 38.937e-08 10.227e-09 48.366e-07 17.087e-08 10.641 0.586 0.064 5.782 0.234 0.128 1.552 0.082 0.192
480 0.067 0.018 11.837e-09 17.601e-10 16.031e-09 19.099e-10 11.450e-08 72.916e-10 10.105e-07 11.838e-08 6.625 0.465 0.000 1.945 0.161 0.128 0.514 0.066 0.896
486 0.320 0.066 96.414e-10 33.339e-10 13.888e-09 27.498e-10 65.324e-09 73.057e-10 0.000 46.022e-09 1.554 0.250 -0.256 1.088 0.117 -0.128 0.372 0.052 0.576
491 0.100 0.059 12.483e-10 14.025e-10 33.176e-10 16.730e-10 26.890e-09 47.219e-10 11.517e-07 16.608e-08 0.612 0.271 0.000 0.386 0.122 0.128 0.114 0.054 0.192
493 4.864 1.581 17.028e-08 12.693e-09 18.204e-08 13.574e-09 32.496e-08 25.336e-09 0.000 31.244e-08 1.283 0.249 0.576 1.096 0.121 0.704 0.952 0.060 1.152
501 33.728 1.988 13.824e-08 74.931e-10 15.032e-08 80.585e-10 36.058e-08 25.701e-09 0.000 10.169e-08 1.147 0.238 0.256 1.099 0.118 0.256 0.923 0.057 0.768
503 46.656 1.346 65.872e-09 66.339e-10 14.035e-08 75.318e-10 63.985e-08 18.881e-09 49.223e-07 23.699e-08 5.209 0.449 0.128 5.055 0.217 0.192 3.048 0.089 0.896
508 0.896 0.373 11.313e-09 58.214e-10 0.000 74.470e-10 74.761e-09 13.279e-09 42.405e-08 19.342e-08 0.728 0.216 -0.576 0.549 0.105 -0.384 0.308 0.050 -0.256
512 0.183 0.065 0.000 14.613e-10 10.195e-09 19.366e-10 61.854e-09 69.235e-10 35.508e-08 90.183e-09 3.331 0.375 0.000 1.095 0.147 0.192 0.302 0.066 0.256
516 12.672 3.117 35.412e-08 15.128e-09 31.985e-08 16.734e-09 30.207e-08 31.988e-09 17.449e-08 41.221e-08 0.935 0.221 0.000 0.775 0.111 0.384 0.696 0.054 0.896
526 6.592 4.971 14.714e-08 24.118e-09 57.313e-09 13.864e-09 51.129e-09 38.962e-09 35.090e-08 34.085e-08 0.647 0.249 -0.064 0.494 0.121 0.064 0.265 0.058 0.512
537 4.288 0.326 45.857e-09 10.465e-09 71.154e-09 10.978e-09 55.177e-08 26.698e-09 13.917e-07 27.711e-08 1.827 0.324 0.000 1.455 0.157 0.192 1.282 0.077 0.960
540 32.000 1.600 12.572e-08 82.050e-10 10.476e-08 88.934e-10 10.030e-08 14.135e-09 0.000 73.742e-09 0.880 0.220 0.064 0.759 0.108 0.064 0.619 0.053 0.640
543 4.864 0.202 60.751e-08 10.401e-09 13.739e-07 14.362e-09 30.237e-07 32.612e-09 27.225e-07 19.647e-08 11.158 0.507 1.152 10.556 0.249 1.216 9.145 0.118 1.280
547 0.512 0.091 81.305e-10 24.365e-10 32.055e-09 32.273e-10 18.662e-08 10.367e-09 32.394e-08 67.299e-09 2.936 0.327 0.064 2.692 0.156 0.128 0.889 0.061 0.256
548 36.224 0.898 79.023e-08 18.742e-09 13.811e-07 25.636e-09 32.488e-07 52.366e-09 72.472e-08 32.598e-08 2.202 0.283 5.504 1.996 0.139 5.504 1.825 0.068 5.760
549 14.400 2.807 71.425e-09 17.272e-09 11.292e-08 22.066e-09 22.612e-08 37.854e-09 94.081e-08 45.933e-08 0.530 0.238 -0.384 0.334 0.117 0.128 0.265 0.057 0.448
551 0.250 0.109 16.367e-09 42.097e-10 40.115e-09 44.448e-10 21.869e-08 10.505e-09 73.939e-08 75.909e-09 5.573 0.426 0.128 3.669 0.188 0.192 1.073 0.074 0.704
555 4.160 0.453 11.592e-09 53.293e-10 11.859e-09 55.764e-10 83.777e-09 12.206e-09 52.441e-08 18.644e-08 1.623 0.293 0.000 1.306 0.141 0.192 0.372 0.057 0.896
559 34.176 4.296 76.018e-09 36.277e-09 22.902e-08 40.535e-09 44.758e-08 11.620e-08 99.871e-07 24.488e-07 0.475 0.234 -0.128 0.404 0.113 -0.128 0.227 0.054 0.128
563 22.528 1.473 80.567e-08 27.167e-09 12.353e-07 28.785e-09 30.330e-07 79.039e-09 15.831e-07 45.933e-08 2.131 0.290 2.048 1.886 0.143 1.280 1.819 0.070 2.048
568 0.119 0.045 63.392e-10 21.779e-10 86.291e-10 20.734e-10 95.281e-09 81.475e-10 76.674e-08 13.584e-08 2.647 0.406 0.000 1.430 0.176 0.128 0.375 0.078 0.832
575 0.413 0.022 11.033e-09 32.848e-10 43.898e-09 54.633e-10 20.245e-08 12.936e-09 16.743e-08 60.689e-09 3.708 0.465 0.320 2.750 0.215 0.448 1.065 0.089 0.576
577 179.840 7.697 45.556e-08 24.642e-09 56.499e-08 24.385e-09 12.310e-07 55.249e-09 72.564e-08 37.796e-08 0.931 0.245 3.136 0.793 0.121 3.968 0.692 0.059 3.968
591 56.064 5.410 45.971e-08 23.007e-09 52.002e-08 24.807e-09 12.207e-07 74.876e-09 96.535e-08 74.587e-08 0.935 0.262 1.664 0.838 0.127 1.344 0.711 0.063 1.984
594 26.880 0.286 24.101e-08 17.144e-09 50.578e-08 16.320e-09 19.638e-07 44.519e-09 22.161e-07 41.234e-08 1.052 0.216 25.280 0.872 0.104 25.408 0.737 0.051 12.224
603 1.472 0.272 36.717e-09 61.806e-10 10.627e-08 98.247e-10 34.185e-08 26.187e-09 40.807e-08 16.485e-08 7.500 0.566 0.000 3.491 0.221 0.128 1.723 0.097 0.960
606 20.736 0.373 36.091e-08 18.349e-09 49.968e-08 18.800e-09 13.476e-07 44.713e-09 92.233e-08 40.824e-08 1.204 0.247 1.344 1.052 0.121 1.344 0.987 0.059 2.048
630 18.176 1.448 21.018e-08 21.263e-09 35.068e-08 23.899e-09 62.958e-08 72.226e-09 0.000 34.578e-08 0.581 0.312 0.064 0.601 0.151 -0.384 0.447 0.075 0.064
647 59.584 0.580 16.534e-07 24.392e-09 40.873e-07 35.369e-09 10.965e-06 75.707e-09 41.372e-07 31.641e-08 7.154 0.529 3.200 7.070 0.261 3.328 6.557 0.127 3.712
658 20.672 1.684 37.951e-08 15.537e-09 56.758e-08 23.401e-09 97.650e-08 53.729e-09 10.797e-07 54.020e-08 1.209 0.304 0.256 1.281 0.149 0.640 1.084 0.073 1.216
659 102.080 2.146 25.676e-07 31.221e-09 22.690e-07 25.388e-09 22.171e-07 65.224e-09 55.090e-08 33.286e-08 1.196 0.236 1.984 1.029 0.116 2.176 0.980 0.057 2.624
660 20.160 0.834 36.088e-08 10.371e-09 61.663e-08 15.263e-09 20.218e-07 35.691e-09 43.502e-07 33.361e-08 4.746 0.393 3.584 4.551 0.194 3.712 3.231 0.085 4.160
673 27.456 2.290 12.895e-08 20.523e-09 38.222e-08 22.887e-09 54.242e-08 44.739e-09 86.787e-10 48.664e-08 0.410 0.216 19.392 0.299 0.105 6.528 0.275 0.051 5.888
676 77.824 1.175 17.075e-07 28.096e-09 23.900e-07 31.478e-09 12.682e-06 77.205e-09 25.087e-06 61.144e-08 4.408 0.384 60.032 4.199 0.188 60.096 4.077 0.091 51.520
677 0.055 0.008 39.611e-10 13.100e-10 11.390e-09 13.542e-10 98.344e-09 49.536e-10 15.001e-07 14.576e-08 6.210 0.440 0.064 1.873 0.151 0.128 0.487 0.060 0.960
678 53.888 0.707 24.411e-07 25.991e-09 33.157e-07 27.649e-09 17.347e-06 75.388e-09 22.764e-05 15.568e-07 6.738 0.533 1.600 6.176 0.255 1.664 5.825 0.120 2.368
680 10.944 1.012 20.266e-08 18.096e-09 24.638e-08 11.847e-09 30.950e-08 22.909e-09 44.951e-09 11.801e-08 0.876 0.213 1.280 0.814 0.106 1.280 0.793 0.052 1.984
685 72.512 2.187 35.222e-08 31.927e-09 31.021e-08 25.267e-09 12.106e-08 45.884e-09 42.096e-08 32.525e-08 1.143 0.258 0.000 0.956 0.126 0.000 0.673 0.060 0.576
686 11.136 0.730 21.518e-08 26.413e-09 17.556e-08 21.345e-09 57.561e-08 66.360e-09 12.817e-07 56.466e-08 1.110 0.285 0.256 0.930 0.138 0.000 0.818 0.068 0.640
690 3.200 0.373 34.259e-09 15.408e-09 52.255e-09 18.655e-09 94.795e-09 33.401e-09 36.663e-09 18.909e-08 0.661 0.214 2.432 0.410 0.103 2.496 0.221 0.050 2.496
692 62.528 1.741 71.579e-08 43.124e-09 12.891e-07 55.680e-09 16.319e-07 12.080e-08 70.183e-08 74.721e-08 1.531 0.277 0.896 1.310 0.135 0.896 1.195 0.066 1.216
704 45.888 2.883 30.997e-08 20.926e-09 53.795e-08 26.590e-09 19.194e-07 69.376e-09 17.792e-07 70.572e-08 1.415 0.289 0.128 1.369 0.143 0.256 1.177 0.069 0.960
711 2.432 0.832 19.762e-08 22.384e-09 88.680e-09 16.926e-09 0.000 29.607e-09 0.000 45.168e-08 1.201 0.298 -0.064 1.048 0.147 0.128 0.676 0.070 0.704
717 37.184 4.971 87.034e-09 16.947e-09 22.051e-08 22.665e-09 22.629e-08 49.211e-09 10.244e-09 38.057e-08 0.530 0.236 -1.728 0.380 0.116 -0.448 0.286 0.056 0.256
729 0.183 0.031 29.990e-10 14.686e-10 36.999e-10 21.466e-10 43.709e-09 56.884e-10 52.321e-08 98.589e-09 1.616 0.328 0.000 0.607 0.146 0.192 0.174 0.065 0.512
734 1.792 0.231 29.184e-10 11.964e-09 11.927e-09 15.382e-09 13.240e-08 41.701e-09 73.552e-08 37.769e-08 1.008 0.230 0.064 0.894 0.116 0.192 0.476 0.053 0.640
741 12.480 2.211 95.357e-09 23.009e-09 68.739e-09 24.098e-09 34.182e-08 60.689e-09 88.697e-08 75.795e-08 0.391 0.224 -1.920 0.326 0.108 2.176 0.216 0.053 -0.064
752 5.440 0.516 10.298e-08 13.050e-09 13.524e-08 15.599e-09 29.301e-08 29.470e-09 19.343e-08 26.241e-08 1.114 0.240 1.024 0.826 0.117 1.216 0.815 0.057 1.472
753 18.240 2.084 15.387e-08 17.736e-09 19.311e-08 16.936e-09 44.327e-08 51.794e-09 0.000 22.646e-08 0.674 0.220 -0.896 0.562 0.109 -0.704 0.458 0.054 -0.192
755 6.464 0.373 47.750e-09 95.251e-10 69.535e-09 11.450e-09 18.988e-08 23.492e-09 42.704e-08 32.295e-08 1.186 0.268 0.000 0.931 0.125 0.128 0.519 0.058 0.768
761 81.472 1.105 21.954e-07 36.868e-09 41.183e-07 53.324e-09 11.683e-06 12.254e-08 15.457e-06 10.155e-07 3.588 0.377 2.944 3.208 0.183 3.008 2.821 0.088 3.584
764 20.800 1.319 40.468e-08 32.980e-09 70.873e-08 26.635e-09 12.186e-07 58.504e-09 0.000 32.500e-08 1.107 0.251 1.408 0.970 0.123 0.192 0.940 0.061 0.896
773 60.992 2.111 59.837e-08 17.319e-09 64.521e-08 17.485e-09 13.298e-07 56.708e-09 30.630e-09 26.741e-08 0.966 0.235 0.256 0.899 0.117 0.320 0.699 0.056 17.216
788 0.303 0.027 17.202e-09 41.214e-10 26.698e-09 33.537e-10 40.281e-09 72.842e-10 58.796e-09 48.138e-09 2.331 0.289 0.064 1.365 0.131 0.192 0.381 0.057 0.896
795 58.432 1.506 54.184e-08 18.549e-09 64.367e-08 24.264e-09 12.623e-07 54.741e-09 11.760e-07 34.683e-08 1.353 0.266 2.432 1.115 0.129 2.432 0.982 0.064 3.136
799 0.173 0.008 11.022e-09 24.062e-10 15.064e-09 17.885e-10 37.172e-09 39.724e-10 0.000 78.650e-09 2.391 0.273 0.000 0.993 0.112 0.192 0.258 0.048 0.448
803 7.232 0.345 12.867e-08 18.061e-09 27.363e-08 20.753e-09 79.600e-08 49.419e-09 53.411e-08 32.665e-08 1.327 0.275 1.152 1.180 0.136 1.152 1.059 0.066 1.856
809 1.280 1.421 31.359e-09 34.508e-10 48.678e-09 31.092e-10 17.601e-08 91.991e-10 27.345e-08 59.206e-09 4.128 0.353 0.064 3.137 0.157 0.256 1.045 0.059 0.768
815 25.408 2.485 69.655e-08 33.865e-09 64.012e-08 39.138e-09 77.324e-08 92.333e-09 17.500e-08 58.674e-08 0.836 0.269 3.264 0.654 0.130 2.752 0.564 0.065 3.520
816 90.944 3.238 17.816e-07 55.415e-09 67.937e-08 50.132e-09 64.290e-08 15.826e-08 0.000 10.334e-07 0.434 0.246 13.952 0.329 0.117 11.968 0.284 0.058 12.096
820 31.680 2.146 15.737e-08 29.828e-09 21.112e-08 27.921e-09 17.333e-07 81.287e-09 26.145e-07 63.439e-08 0.793 0.221 -1.920 0.555 0.107 0.192 0.455 0.053 0.640
824 40.128 1.747 70.474e-08 29.803e-09 90.683e-08 27.070e-09 96.577e-08 80.330e-09 0.000 38.356e-08 0.712 0.243 1.408 0.690 0.119 5.120 0.572 0.059 5.312
825 74.880 3.035 40.404e-08 28.802e-09 37.567e-08 23.764e-09 96.466e-08 67.820e-09 17.372e-07 56.685e-08 0.529 0.222 22.144 0.411 0.109 -1.280 0.321 0.054 -0.064
829 17.344 0.779 13.045e-07 15.458e-09 35.076e-07 22.518e-09 50.443e-07 41.550e-09 17.285e-08 12.930e-08 6.931 0.397 3.712 6.489 0.195 3.840 6.153 0.096 3.968
830 0.131 0.015 10.464e-09 23.029e-10 17.146e-09 18.681e-10 12.907e-08 61.046e-10 49.699e-08 88.101e-09 5.055 0.358 0.064 2.217 0.139 0.192 0.560 0.056 0.192
834 1.088 0.547 20.732e-09 15.289e-09 32.218e-10 12.399e-09 52.752e-09 28.096e-09 0.000 26.375e-08 0.408 0.204 -0.896 0.359 0.102 -0.768 0.202 0.049 -0.064
836 0.320 0.091 15.944e-10 26.437e-10 85.562e-10 35.287e-10 29.020e-09 75.106e-10 46.737e-09 64.882e-09 0.925 0.273 0.000 0.574 0.127 0.192 0.181 0.058 0.640
840 76.544 5.633 62.531e-09 20.372e-09 15.791e-08 15.957e-09 90.918e-08 37.107e-09 30.573e-07 37.119e-08 1.612 0.265 0.128 1.303 0.128 0.192 0.934 0.061 0.960
841 17.408 0.516 74.195e-08 15.196e-09 10.608e-07 20.485e-09 18.087e-07 45.565e-09 23.398e-07 33.861e-08 6.531 0.432 12.224 6.078 0.210 12.416 4.029 0.091 12.992
845 2.368 0.730 26.358e-09 12.413e-09 31.637e-09 13.922e-09 18.620e-08 28.414e-09 11.039e-07 55.485e-08 0.881 0.258 0.576 0.686 0.125 0.576 0.548 0.059 1.088
856 0.896 0.771 99.393e-10 26.332e-10 16.165e-09 34.160e-10 20.607e-09 72.118e-10 27.367e-09 42.736e-09 1.621 0.297 0.000 0.767 0.129 0.064 0.206 0.058 0.384
867 2.614 0.706 89.898e-09 99.334e-10 12.715e-08 76.372e-10 64.580e-08 19.012e-09 33.392e-07 23.640e-08 2.357 0.299 0.320 2.356 0.146 1.920 1.713 0.068 0.960
869 110.464 0.572 75.737e-08 26.854e-09 18.642e-07 43.098e-09 55.431e-07 11.044e-08 10.594e-06 11.039e-07 3.545 0.428 109.504 3.517 0.207 109.632 2.919 0.098 110.336
878 0.384 0.143 25.293e-10 41.402e-10 75.625e-10 35.753e-10 95.374e-09 94.977e-10 38.885e-08 13.062e-08 1.394 0.302 0.064 1.095 0.145 0.192 0.381 0.064 0.768
906 0.398 0.020 14.178e-09 41.981e-10 29.693e-09 37.883e-10 22.335e-08 12.984e-09 31.483e-08 68.593e-09 2.796 0.367 0.256 2.401 0.175 0.320 1.028 0.077 0.832
907 158.080 1.924 26.049e-07 43.087e-09 34.927e-07 40.015e-09 82.448e-07 11.346e-08 19.172e-07 61.636e-08 3.744 0.343 1.344 3.569 0.169 1.536 3.447 0.083 2.112
909 0.832 0.320 48.720e-09 11.211e-09 15.794e-09 11.547e-09 10.692e-08 32.873e-09 56.820e-09 18.668e-08 0.486 0.242 -0.192 0.405 0.119 0.000 0.191 0.056 0.384
914 6.656 0.653 33.225e-08 15.048e-09 35.257e-08 13.539e-09 79.622e-08 41.118e-09 49.907e-08 22.878e-08 2.638 0.327 0.576 2.533 0.163 0.576 2.280 0.080 1.152
927 27.968 1.243 18.968e-08 18.360e-09 24.130e-08 20.217e-09 15.584e-08 41.459e-09 43.749e-09 19.651e-08 0.699 0.239 0.256 0.592 0.118 0.384 0.507 0.058 0.384
929 0.801 0.100 25.935e-09 97.068e-10 17.617e-09 12.096e-09 0.000 33.622e-09 17.107e-07 18.436e-07 1.153 0.223 0.000 0.530 0.098 0.128 0.142 0.044 0.448
936 1.438 0.065 49.321e-09 73.518e-10 67.313e-09 68.361e-10 29.985e-08 23.411e-09 10.529e-07 25.387e-08 5.854 0.438 1.280 3.809 0.179 1.408 1.090 0.062 1.472
938 30.976 1.382 48.055e-08 21.749e-09 63.679e-08 19.764e-09 97.069e-08 48.695e-09 0.000 46.056e-08 1.127 0.230 19.584 1.052 0.112 19.584 0.943 0.055 20.224
