2.8273 0.1177 0.192  
2.1331 0.0552 0.832  
5723 4.0085E-07 4.9092E-08 0.000000407 0.00000004
5.2552E-07 1.0451E-07 9.9117E-07 1.3984E-06 
0.948 0.1784 -0.128  
0.7488 0.0876 -0.128  
0.546 0.042 0.128  
5724 1.3211E-08 5.5111E-09 3.1636E-08 6.3421E-09
2.3121E-07 1.9319E-08 7.5211E-07 2.2949E-07 
2.1542 0.2423 -0.192  
1.8664 0.1179 0  
0.9237 0.0532 0.576  
5725 4.6057E-07 0.000000025 6.5089E-07 2.358E-08
2.8025E-06 6.7424E-08 0.000014664 9.3382E-07 
11.6946 0.3773 0.064  
7.0371 0.1528 0.192  
2.6973 0.0566 0.896  
5726 1.2057E-06 2.327E-08 1.2517E-06 2.038E-08
1.8741E-06 4.6686E-08 8.5782E-07 3.7678E-07 
5.5102 0.3037 6.976  
5.0168 0.1471 7.168  
4.2259 0.0696 7.744  
5729 3.3318E-06 3.5836E-08 3.3768E-06 3.2377E-08
6.4036E-06 8.3569E-08 6.0933E-06 9.0459E-07 
2.3832 0.2213 35.072  
2.2756 0.11 29.568  
2.0988 0.054 29.952  
5730 0.000000065 1.037E-08 0.000000039 8.4212E-09
1.9777E-07 2.2345E-08 3.714E-07 2.7989E-07 
2.2722 0.2437 -0.128  
1.8802 0.1174 0  
0.8213 0.0525 0.32  
5731 3.3646E-06 5.1527E-08 2.7465E-06 0.000000043
6.9743E-06 1.2721E-07 8.6766E-06 1.5349E-06 
3.2853 0.2849 34.048  
3.2135 0.1414 34.112  
2.4224 0.0665 38.976  
5733 5.6706E-09 3.7139E-09 1.1378E-08 0.000000003
0.000000037 8.4714E-09 4.58E-08 8.1057E-08 
2.0299 0.217 0  
0.9301 0.092 0.128  
0.243 0.0401 0.512  
5736 8.7861E-07 7.98E-08 4.8962E-07 4.6393E-08
5.1616E-07 1.2229E-07 1.3458E-06 1.9366E-06 
0.6375 0.181 0.64  
0.4243 0.0881 0.768  
0.284 0.0439 2.112  
5740 6.4729E-09 3.6528E-09 1.5295E-08 3.826E-09
6.6719E-08 1.0683E-08 4.996E-07 1.6022E-07 
1.44 0.2173 -0.128  
1.1758 0.105 0  
0.3777 0.0461 0.384  
5770 1.6244E-08 4.9206E-09 9.5725E-09 3.3106E-09
0.000000053 9.1732E-09 4.4721E-07 1.8543E-07 
1.4223 0.2087 -0.128  
0.9875 0.099 -0.064  
0.2713 0.0435 0.512  
5773 7.1943E-06 3.6318E-08 9.9338E-06 0.00000004
0.000027554 1.0364E-07 5.4715E-06 0.000000524 
15.209 0.464 17.28  
14.5844 0.2288 17.024  
13.9812 0.1129 17.664  
5867 2.3968E-07 1.5303E-08 0.000000319 1.4442E-08
1.1456E-06 3.9927E-08 8.6051E-07 3.9217E-07 
6.0867 0.3117 1.472  
4.5944 0.1416 1.536  
2.447 0.0594 1.792  
5890 1.4957E-07 1.1283E-08 1.2373E-07 9.1147E-09
1.833E-07 2.3211E-08 0 2.6117E-07 
1.0606 0.2116 -0.064  
0.7803 0.1042 -0.064  
0.6624 0.0517 0.448  
5955 3.3438E-07 3.4083E-08 3.0784E-07 2.5534E-08
8.7629E-07 0.000000071 0 4.8713E-07 
3.5974 0.239 0.576  
3.356 0.1175 0.576  
1.8926 0.0505 0.96  
5983 1.1763E-07 0.000000015 1.6251E-07 1.4906E-08
4.5877E-07 4.2474E-08 2.5681E-06 6.7558E-07 
1.0066 0.2168 0.192  
0.8752 0.1063 0.256  
0.7482 0.052 0.32  
5989 7.0347E-06 3.5213E-08 0.000003623 2.3573E-08
0.000005523 5.3282E-08 2.5657E-06 4.1542E-07 
77.6114 0.8854 0.32  
69.9335 0.4206 0.384  
29.7016 0.1414 0.96  
5992 0.000000007 3.3115E-09 0.00000001 2.8179E-09
2.126E-08 7.1825E-09 0 0.000000085 
2.4637 0.209 0  
0.6861 0.0831 0.064  
0.1829 0.0365 0.576  
5995 3.5448E-06 4.0275E-08 5.0672E-06 3.5396E-08
0.00003396 1.1951E-07 0.00016476 1.4493E-06 
14.6167 0.4849 7.04  
14.2085 0.2396 7.104  
13.3077 0.117 6.016  
6004 1.5791E-06 4.7493E-08 1.3475E-06 3.3222E-08
2.5851E-06 8.825E-08 7.9474E-07 7.0362E-07 
1.9993 0.2055 19.392  
1.7642 0.1011 19.584  
1.5773 0.0495 20.16  
6082 5.1034E-07 1.4777E-08 4.6984E-07 1.1688E-08
3.616E-07 2.7747E-08 6.5621E-07 3.5526E-07 
2.36 0.2535 1.536  
1.9662 0.1229 1.664  
1.4213 0.059 2.432  
6083 4.7876E-07 0.000000021 4.1145E-07 1.6537E-08
7.636E-07 4.3124E-08 4.7674E-07 4.433E-07 
2.2208 0.2195 10.944  
1.9764 0.1074 11.072  
1.4812 0.0506 11.456  
6090 3.8221E-07 1.7828E-08 6.8521E-07 1.9491E-08
1.9121E-06 5.5061E-08 8.6773E-07 4.3476E-07 
4.0103 0.286 3.072  
3.893 0.1426 3.136  
3.3593 0.0701 3.712  
6091 9.3188E-08 7.1759E-09 9.6293E-08 6.2574E-09
1.5882E-07 0.000000018 0 1.1444E-07 
2.1684 0.2537 0.192  
1.8357 0.1252 0.192  
1.2602 0.0603 0.768  
6096 0.000000014 4.7901E-09 5.06E-08 0.000000005
1.832E-07 1.4718E-08 4.7621E-07 1.4822E-07 
3.109 0.2572 0  
2.0183 0.1164 0.128  
1.0173 0.0523 0.192  
6098 3.468E-07 1.4871E-08 4.1394E-07 1.1051E-08
1.0053E-06 3.0135E-08 1.1952E-07 1.9311E-07 
1.7173 0.1997 1.472  
1.575 0.0971 1.6  
1.3533 0.0474 1.6  
6100 0.000002036 1.7915E-08 3.5492E-06 2.2494E-08
0.000015624 7.0573E-08 0.000057286 7.8628E-07 
19.4123 0.4906 8.32  
18.8866 0.2425 8.448  
16.8357 0.115 8.896  
6101 8.3777E-07 3.3527E-08 9.4758E-07 3.0801E-08
2.7586E-06 9.5195E-08 0.000001058 7.9792E-07 
1.4027 0.2227 0.256  
1.1694 0.1106 0.768  
1.0725 0.0543 1.088  
6102 3.3613E-07 2.9395E-08 3.2156E-07 0.000000019
4.2732E-07 0.000000049 3.3448E-07 4.909E-07 
0.689 0.1802 3.456  
0.4828 0.0874 3.456  
0.3741 0.0434 2.624  
6103 1.1673E-06 0.00000003 1.3844E-06 3.0798E-08
4.5023E-06 9.4877E-08 2.1689E-06 8.737E-07 
1.7832 0.2191 24.96  
1.7546 0.1103 25.024  
1.4893 0.0529 25.28  
6104 4.317E-07 2.3083E-08 2.8531E-07 1.4228E-08
2.4926E-07 3.4839E-08 1.3074E-07 3.3246E-07 
0.8881 0.1652 3.968  
0.7043 0.0803 3.968  
0.6155 0.0397 3.968  
6105 1.0372E-08 3.6946E-09 1.2334E-08 3.42E-09
2.5814E-08 1.0192E-08 1.2428E-07 1.7608E-07 
2.4243 0.2509 0  
1.1186 0.1114 0.128  
0.2144 0.0484 0.512  
6111 5.0654E-07 2.2207E-08 4.5885E-07 1.8784E-08
1.7085E-06 4.7789E-08 0.00000807 8.0921E-07 
1.0722 0.1776 2.432  
1.0608 0.0882 2.624  
0.8987 0.0431 3.136  
6113 3.4569E-07 0.00000001 0.00000041 9.334E-09
8.5345E-07 2.2184E-08 1.1415E-06 2.2305E-07 
8.8838 0.3471 1.408  
6.2088 0.1509 1.6  
4.2569 0.0658 1.664  
6115 1.7371E-06 5.3633E-08 2.5489E-06 4.7641E-08
0.00001545 1.471E-07 0.000054732 1.9755E-06 
2.5049 0.2473 84.16  
2.3149 0.1227 84.288  
2.0996 0.06 84.864  
6117 1.1868E-08 5.6382E-09 3.6412E-08 5.7576E-09
1.7054E-07 1.4729E-08 5.9531E-07 1.4119E-07 
1.7106 0.2347 0.384  
1.2058 0.11 0.512  
0.7946 0.0521 0.832  
6118 3.3763E-07 2.3289E-08 0.00000054 2.4306E-08
9.7948E-07 0.00000006 0 3.0316E-07 
0.7401 0.1691 2.304  
0.5529 0.081 2.368  
0.4191 0.0397 2.432  
6119 1.0749E-07 3.7497E-08 1.6893E-07 3.2943E-08
8.3538E-07 1.0052E-07 3.4154E-07 9.4808E-07 
0.8908 0.1845 1.6  
0.6743 0.0878 2.304  
0.563 0.0437 2.496  
6120 1.2276E-08 4.0622E-09 1.5183E-08 3.7891E-09
4.5227E-08 1.2233E-08 4.7348E-07 2.688E-07 
2.5707 0.266 0  
1.2509 0.1169 0.064  
0.3407 0.0517 0.704  
6123 3.5685E-08 4.7996E-09 0.000000045 4.1595E-09
0.000000391 1.279E-08 3.1872E-06 1.9948E-07 
12.8343 0.4166 0  
7.1765 0.1652 0.192  
1.8233 0.0582 0.512  
6124 3.8524E-06 2.4251E-08 7.1685E-06 3.1223E-08
0.000033596 0.000000096 0.000073508 7.4669E-07 
41.7709 0.7426 9.408  
35.1278 0.3428 9.472  
23.6672 0.1429 9.472  
6127 2.0765E-07 4.0247E-08 2.3632E-07 2.7224E-08
1.3439E-06 7.3678E-08 6.3526E-06 1.0589E-06 
0.5427 0.1771 -0.96  
0.3688 0.0856 -0.832  
0.3105 0.0424 0.704  
6128 1.3286E-06 3.3476E-08 1.0869E-06 3.23E-08
1.5859E-06 8.1289E-08 0 3.9482E-07 
1.3248 0.2156 0.384  
1.1384 0.1048 0.448  
1.0564 0.0518 0.832  
6131 3.4079E-08 1.1297E-08 5.9836E-08 1.0691E-08
2.858E-07 3.035E-08 0.000000873 3.6936E-07 
1.3955 0.2056 0  
1.1326 0.0987 0.192  
0.7503 0.0468 0.512  
6134 1.6422E-08 1.015E-07 1.7639E-08 7.0212E-08
8.0825E-08 0.000000191 0 6.0875E-06 
0.9738 1.7625 -0.064  
0.9526 0.4572 0.064  
0.4222 0.4473 0.384  
6135 3.4062E-08 9.1996E-09 0.000000023 7.1721E-09
2.8648E-07 2.2615E-08 1.4354E-06 4.7474E-07 
0.7983 0.1677 0  
0.534 0.0807 0.128  
0.3969 0.039 0.704  
6136 8.1909E-08 1.4058E-08 9.5447E-08 9.826E-09
0.000000191 2.3613E-08 6.9575E-08 1.6468E-07 
3.4297 0.3538 1.344  
1.9768 0.1626 1.536  
0.9373 0.0717 0.768  
6137 1.748E-08 0.000000009 3.5608E-08 9.4344E-09
1.8129E-07 0.000000028 1.7173E-07 2.5455E-07 
0.8999 0.2079 -0.384  
0.6461 0.103 -0.256  
0.5136 0.0502 -0.128  
6139 0.000000688 1.294E-07 2.0607E-07 0.000000032
8.2255E-08 6.8157E-08 3.0211E-06 2.4889E-06 
0.765 0.2167 -0.448  
0.5139 0.1037 -0.448  
0.337 0.0502 -0.192  
6141 6.6576E-08 0.00000003 1.8017E-07 2.319E-08
9.1011E-07 0.00000006 1.2483E-06 5.3094E-07 
1.6711 0.2178 1.472  
1.4446 0.1046 1.664  
1.0354 0.0492 2.368  
6145 1.6766E-08 0.000000004 0.000000034 4.4102E-09
1.731E-07 1.2885E-08 1.9286E-07 1.1609E-07 
2.9669 0.2651 0.128  
2.6251 0.129 0.256  
0.9466 0.0543 0.768  
6147 1.0812E-06 3.9393E-08 8.9821E-07 2.5824E-08
1.3728E-06 7.3755E-08 1.1129E-06 7.9318E-07 
1.3497 0.1997 3.776  
1.2052 0.0987 3.904  
1.068 0.0483 4.096  
6148 1.8242E-07 0.000000029 2.8529E-07 2.4747E-08
1.2613E-06 6.6793E-08 2.5001E-06 7.3649E-07 
0.7335 0.182 0.256  
0.7358 0.0885 0.256  
0.6645 0.0438 0.704  
6149 5.7875E-09 5.2057E-09 5.1913E-09 4.3233E-09
6.4197E-08 1.4234E-08 9.3174E-08 2.0763E-07 
0.6016 0.2104 -0.256  
0.3961 0.1025 -0.192  
0.2903 0.0536 0.128  
6151 1.4386E-07 0.000000023 1.0714E-07 0.000000015
0.000000332 3.7783E-08 2.8629E-06 7.3234E-07 
1.6402 0.2204 1.088  
1.364 0.1043 1.216  
0.5094 0.0449 1.6  
6152 0.000000296 3.0247E-08 0.000000361 2.2422E-08
1.1148E-06 6.4649E-08 1.1505E-06 0.000000708 
0.8412 0.1966 0.704  
0.7624 0.0956 1.536  
0.6768 0.048 1.6  
6153 1.4128E-08 0.000000005 1.9735E-08 4.6381E-09
9.3299E-08 1.3497E-08 1.466E-07 1.6294E-07 
1.599 0.214 0.256  
1.2109 0.1013 0.384  
0.5063 0.0455 0.576  
6154 5.3774E-07 2.2638E-08 9.175E-07 2.4475E-08
2.2835E-06 0.000000066 0 3.9659E-07 
1.3694 0.19 27.264  
1.311 0.0937 27.456  
1.1389 0.0455 27.776  
6158 1.6148E-07 1.3546E-08 1.0179E-07 7.8166E-09
5.6927E-08 1.7668E-08 2.3735E-07 0.000000316 
1.2269 0.204 0.064  
1.0648 0.1022 0.192  
0.7725 0.0488 0.576  
6159 3.3951E-06 5.0113E-08 2.5141E-06 3.4872E-08
3.8997E-06 8.7779E-08 4.6771E-07 5.2965E-07 
2.1627 0.248 3.328  
1.9429 0.1215 3.328  
1.8083 0.0607 3.328  
6160 0.000000801 5.4389E-08 7.3139E-07 4.5824E-08
1.7143E-06 1.3754E-07 0.000000739 1.3473E-06 
1.0392 0.2071 0.384  
0.7421 0.1004 0.512  
0.6205 0.0491 0.512  
6165 8.5373E-07 5.1916E-08 6.8812E-07 0.000000043
1.2017E-06 1.1747E-07 1.0159E-06 1.2767E-06 
0.804 0.2053 -0.512  
0.6818 0.1012 -0.512  
0.588 0.0506 0.128  
6166 6.0749E-09 3.6795E-09 9.129E-09 3.7783E-09
6.4456E-08 1.4526E-08 0 2.5335E-07 
2.4362 0.2873 0  
1.055 0.1274 0.064  
0.2959 0.0587 0.512  
6167 3.3645E-06 8.3082E-08 2.2962E-06 4.8354E-08
2.8936E-06 1.1721E-07 6.592E-07 7.5359E-07 
1.3233 0.1832 1.216  
1.1487 0.0911 1.344  
1.0926 0.0457 1.92  
6168 4.5798E-06 0.000000047 5.3284E-06 3.5204E-08
0.000024864 1.0616E-07 0.00013245 0.000001396 
18.6174 0.5123 27.2  
17.2487 0.2454 27.328  
12.4812 0.1061 28.032  
6176 4.315E-07 2.3727E-08 2.8384E-07 1.8918E-08
0.000000361 5.0598E-08 0 3.1053E-07 
0.6663 0.1695 1.856  
0.4302 0.0828 -0.128  
0.3491 0.0407 2.368  
6178 4.5113E-09 3.5552E-09 1.4596E-08 4.335E-09
0.000000115 1.3818E-08 6.4171E-07 1.8181E-07 
0.8027 0.1889 0  
0.662 0.094 0.064  
0.3738 0.0434 0.064  
6180 9.2266E-09 4.2784E-09 2.1322E-08 4.105E-09
6.3728E-08 1.118E-08 6.0134E-08 9.9605E-08 
1.3354 0.2093 0  
1.1075 0.1015 0.192  
0.4148 0.0454 0.256  
